City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Indiaroba,BR,2022-10-05 17:44:07,-11.5192,-37.5117,84.47,52,15,8.55
286,Birao,CF,2022-10-05 17:39:46,10.2849,22.7882,77.72,69,42,2.44
287,Ialibu,PG,2022-10-05 17:44:08,-6.2821,143.9935,56.41,97,100,1.95
288,Pombas,CV,2022-10-05 17:44:09,17.1503,-25.0201,82.18,77,96,4.85
289,Malakal,SS,2022-10-05 17:44:09,9.5334,31.6605,72.86,94,98,5.5
290,Abu Dhabi,AE,2022-10-05 17:43:22,24.4667,54.3667,89.62,78,0,8.05
291,Bowen,AU,2022-10-05 17:44:10,-20.0167,148.2333,73.54,75,90,11.9
292,Fernie,CA,2022-10-05 17:44:11,49.5,-115.0687,55.49,44,81,3.98
293,Namibe,AO,2022-10-05 17:39:14,-15.1961,12.1522,64.33,85,37,7.18
294,Vieste,IT,2022-10-05 17:44:12,41.8825,16.175,65.48,65,65,0.94
